"id","send_date","estimated_age","age_range","channel","coupon","clicked","last_step","nb_units","order_value"
115103,2019-05-01,"18","18-30","Email",4,0,"received",0,0
115104,2019-04-12,"29","18-30","SMS",4,0,"received",0,0
115105,2019-04-17,"20","18-30","Email",4,0,"received",0,0
115106,2019-04-22,"22","18-30","Email",2,0,"received",0,0
115107,2019-04-17,"19","18-30","Email",4,0,"received",0,0
115108,2019-04-18,"69","60+","Email",2,0,"received",0,0
115109,2019-04-30,"36","31-45","SMS",2,0,"received",0,0
115110,2019-04-01,"23","18-30","SMS",2,0,"received",0,0
115111,2019-04-03,"27","18-30","Email",2,0,"received",0,0
115112,2019-04-25,"24","18-30","Email",2,0,"received",0,0
115113,2019-04-15,"26","18-30","SMS",4,0,"received",0,0
115114,2019-04-14,"20","18-30","Email",2,0,"received",0,0
115115,2019-04-10,"75","60+","SMS",2,0,"received",0,0
115116,2019-04-06,"59","46-60","SMS",6,0,"received",0,0
115117,2019-04-05,"49","46-60","SMS",2,0,"received",0,0
115118,2019-04-04,"19","18-30","SMS",4,0,"received",0,0
115119,2019-04-13,"30","18-30","SMS",2,0,"received",0,0
115120,2019-04-28,"39","31-45","SMS",6,0,"received",0,0
115121,2019-04-17,"19","18-30","Email",6,0,"received",0,0
115122,2019-04-20,"29","18-30","Email",2,0,"received",0,0
115123,2019-04-08,"44","31-45","Email",4,0,"received",0,0
115124,2019-05-01,"44","31-45","Email",2,0,"received",0,0
115125,2019-04-10,"42","31-45","SMS",2,0,"received",0,0
115126,2019-04-19,"42","31-45","SMS",2,0,"received",0,0
115127,2019-04-22,"51","46-60","Email",2,0,"received",0,0
115128,2019-04-22,"71","60+","Email",6,0,"received",0,0
115129,2019-04-02,"74","60+","Email",2,0,"received",0,0
115130,2019-04-26,"37","31-45","Email",2,0,"received",0,0
115131,2019-04-07,"51","46-60","SMS",6,0,"received",0,0
115132,2019-04-13,"41","31-45","SMS",2,0,"received",0,0
115133,2019-04-28,"34","31-45","SMS",6,0,"received",0,0
115134,2019-04-10,"42","31-45","Email",2,0,"received",0,0
115135,2019-04-10,"36","31-45","SMS",2,0,"received",0,0
115136,2019-04-26,"40","31-45","SMS",2,0,"received",0,0
115137,2019-04-06,"71","60+","Email",2,0,"received",0,0
115138,2019-04-21,"39","31-45","SMS",2,0,"received",0,0
115139,2019-04-05,"38","31-45","SMS",4,0,"received",0,0
115140,2019-04-02,"36","31-45","SMS",2,0,"received",0,0
115141,2019-05-01,"45","31-45","SMS",4,0,"received",0,0
115142,2019-04-26,"32","31-45","SMS",2,0,"received",0,0
115143,2019-04-26,"33","31-45","Email",6,0,"received",0,0
115144,2019-04-02,"67","60+","SMS",4,0,"received",0,0
115145,2019-04-10,"43","31-45","SMS",2,0,"received",0,0
115146,2019-04-04,"52","46-60","SMS",2,0,"received",0,0
115147,2019-04-15,"54","46-60","SMS",2,0,"received",0,0
115148,2019-04-02,"18","18-30","SMS",4,0,"received",0,0
115149,2019-04-22,"36","31-45","SMS",2,0,"received",0,0
115150,2019-04-08,"42","31-45","Email",4,0,"received",0,0
115151,2019-04-04,"27","18-30","Email",2,1,"saw review",0,0
115152,2019-04-27,"41","31-45","Email",4,0,"received",0,0
115153,2019-04-05,"31","31-45","Email",2,0,"received",0,0
115154,2019-04-28,"43","31-45","SMS",2,0,"received",0,0
115155,2019-04-18,"45","31-45","SMS",2,0,"received",0,0
115156,2019-04-02,"36","31-45","SMS",2,0,"received",0,0
115157,2019-04-25,"30","18-30","SMS",2,0,"received",0,0
115158,2019-04-04,"29","18-30","Email",2,0,"received",0,0
115159,2019-04-05,"19","18-30","SMS",4,0,"received",0,0
115160,2019-04-09,"25","18-30","Email",2,0,"received",0,0
115161,2019-04-23,"31","31-45","SMS",2,0,"received",0,0
115162,2019-04-24,"41","31-45","Email",2,0,"received",0,0
115163,2019-04-24,"39","31-45","Email",4,0,"received",0,0
115164,2019-04-21,"36","31-45","SMS",2,0,"received",0,0
115165,2019-04-24,"27","18-30","SMS",2,0,"received",0,0
115166,2019-04-05,"41","31-45","SMS",6,0,"received",0,0
115167,2019-04-07,"28","18-30","SMS",2,1,"bounced",0,0
115168,2019-04-16,"25","18-30","SMS",4,0,"received",0,0
115169,2019-04-28,"34","31-45","SMS",2,0,"received",0,0
115170,2019-04-15,"29","18-30","SMS",2,0,"received",0,0
115171,2019-04-27,"45","31-45","Email",2,0,"received",0,0
115172,2019-04-22,"37","31-45","SMS",2,0,"received",0,0
115173,2019-04-09,"71","60+","SMS",2,0,"received",0,0
115174,2019-04-12,"20","18-30","Email",2,0,"received",0,0
115175,2019-04-27,"43","31-45","SMS",4,0,"received",0,0
115176,2019-04-27,"67","60+","SMS",4,0,"received",0,0
115177,2019-04-22,"49","46-60","SMS",6,0,"received",0,0
115178,2019-04-20,"66","60+","Email",6,0,"received",0,0
115179,2019-04-10,"31","31-45","SMS",4,1,"added to cart",0,0
115180,2019-04-09,"41","31-45","Email",2,0,"received",0,0
115181,2019-04-17,"50","46-60","SMS",2,0,"received",0,0
115182,2019-04-23,"66","60+","Email",2,0,"received",0,0
115183,2019-05-01,"25","18-30","SMS",4,0,"received",0,0
115184,2019-04-06,"54","46-60","SMS",2,0,"received",0,0
115185,2019-04-14,"31","31-45","Email",2,0,"received",0,0
115186,2019-04-20,"20","18-30","Email",2,0,"received",0,0
115187,2019-04-05,"51","46-60","SMS",2,0,"received",0,0
115188,2019-04-13,"39","31-45","SMS",4,0,"received",0,0
115189,2019-04-01,"25","18-30","SMS",2,0,"received",0,0
115190,2019-04-23,"24","18-30","Email",2,0,"received",0,0
115191,2019-04-28,"41","31-45","SMS",2,0,"received",0,0
115192,2019-04-09,"18","18-30","SMS",2,0,"received",0,0
115193,2019-04-08,"44","31-45","SMS",2,0,"received",0,0
115194,2019-04-01,"36","31-45","Email",4,0,"received",0,0
115195,2019-04-30,"24","18-30","SMS",2,0,"received",0,0
115196,2019-04-18,"50","46-60","Email",6,0,"received",0,0
115197,2019-04-25,"29","18-30","SMS",4,0,"received",0,0
115198,2019-04-05,"34","31-45","SMS",2,0,"received",0,0
115199,2019-04-04,"32","31-45","Email",6,0,"received",0,0
115200,2019-04-24,"33","31-45","Email",2,0,"received",0,0
115201,2019-04-16,"48","46-60","Email",2,0,"received",0,0
115202,2019-04-21,"36","31-45","Email",2,1,"saw review",0,0
115203,2019-04-26,"51","46-60","SMS",2,0,"received",0,0
115204,2019-04-02,"20","18-30","Email",2,1,"bounced",0,0
115205,2019-04-15,"31","31-45","Email",2,0,"received",0,0
115206,2019-04-11,"21","18-30","SMS",2,0,"received",0,0
115207,2019-04-07,"33","31-45","Email",2,0,"received",0,0
115208,2019-04-24,"18","18-30","SMS",2,0,"received",0,0
115209,2019-04-20,"56","46-60","Email",2,0,"received",0,0
115210,2019-04-23,"34","31-45","SMS",2,0,"received",0,0
115211,2019-04-06,"28","18-30","SMS",4,0,"received",0,0
115212,2019-04-05,"54","46-60","SMS",4,0,"received",0,0
115213,2019-04-13,"25","18-30","SMS",2,1,"saw review",0,0
115214,2019-04-05,"31","31-45","SMS",4,0,"received",0,0
115215,2019-04-18,"38","31-45","SMS",2,0,"received",0,0
115216,2019-04-04,"30","18-30","SMS",6,0,"received",0,0
115217,2019-04-26,"29","18-30","SMS",6,0,"received",0,0
115218,2019-04-15,"38","31-45","SMS",4,0,"received",0,0
115219,2019-04-22,"25","18-30","SMS",2,0,"received",0,0
115220,2019-04-11,"36","31-45","Email",2,0,"received",0,0
115221,2019-04-29,"43","31-45","Email",2,0,"received",0,0
115222,2019-04-06,"53","46-60","Email",6,0,"received",0,0
115223,2019-04-30,"25","18-30","Email",2,0,"received",0,0
115224,2019-04-07,"72","60+","SMS",4,0,"received",0,0
115225,2019-04-15,"29","18-30","Email",6,0,"received",0,0
115226,2019-04-08,"39","31-45","SMS",6,0,"received",0,0
115227,2019-04-01,"30","18-30","Email",6,1,"bounced",0,0
115228,2019-04-06,"44","31-45","Email",2,0,"received",0,0
115229,2019-04-24,"63","60+","SMS",4,0,"received",0,0
115230,2019-04-25,"55","46-60","SMS",4,0,"received",0,0
115231,2019-04-30,"59","46-60","SMS",2,0,"received",0,0
115232,2019-04-03,"43","31-45","Email",2,0,"received",0,0
115233,2019-04-07,"39","31-45","Email",6,0,"received",0,0
115234,2019-04-15,"56","46-60","Email",2,0,"received",0,0
115235,2019-04-22,"22","18-30","Email",2,0,"received",0,0
115236,2019-04-30,"28","18-30","SMS",4,0,"received",0,0
115237,2019-04-01,"34","31-45","SMS",2,0,"received",0,0
115238,2019-04-02,"21","18-30","SMS",2,0,"received",0,0
115239,2019-04-18,"36","31-45","Email",2,0,"received",0,0
115240,2019-04-14,"42","31-45","SMS",2,0,"received",0,0
115241,2019-04-04,"32","31-45","SMS",2,0,"received",0,0
115242,2019-04-07,"51","46-60","SMS",2,0,"received",0,0
115243,2019-04-04,"28","18-30","SMS",2,0,"received",0,0
115244,2019-04-27,"60","46-60","SMS",4,0,"received",0,0
115245,2019-04-12,"31","31-45","Email",2,0,"received",0,0
115246,2019-04-27,"34","31-45","SMS",2,0,"received",0,0
115247,2019-04-28,"18","18-30","SMS",2,0,"received",0,0
115248,2019-04-10,"35","31-45","Email",2,0,"received",0,0
115249,2019-04-05,"46","46-60","SMS",4,0,"received",0,0
115250,2019-04-13,"31","31-45","SMS",4,0,"received",0,0
115251,2019-04-01,"43","31-45","Email",6,0,"received",0,0
115252,2019-04-24,"35","31-45","SMS",4,1,"bounced",0,0
115253,2019-04-14,"48","46-60","SMS",6,0,"received",0,0
115254,2019-04-19,"52","46-60","Email",2,0,"received",0,0
115255,2019-04-09,"42","31-45","Email",2,0,"received",0,0
115256,2019-04-30,"40","31-45","Email",6,0,"received",0,0
115257,2019-04-18,"18","18-30","Email",4,0,"received",0,0
115258,2019-04-28,"60","46-60","Email",2,0,"received",0,0
115259,2019-04-25,"66","60+","Email",4,0,"received",0,0
115260,2019-04-22,"24","18-30","SMS",2,1,"bounced",0,0
115261,2019-04-23,"61","60+","SMS",4,0,"received",0,0
115262,2019-04-04,"61","60+","Email",2,0,"received",0,0
115263,2019-04-25,"34","31-45","Email",2,0,"received",0,0
115264,2019-04-09,"44","31-45","Email",2,0,"received",0,0
115265,2019-04-03,"45","31-45","SMS",4,0,"received",0,0
115266,2019-04-17,"50","46-60","SMS",4,0,"received",0,0
115267,2019-04-21,"34","31-45","SMS",2,0,"received",0,0
115268,2019-04-11,"64","60+","SMS",2,0,"received",0,0
115269,2019-04-26,"49","46-60","SMS",4,0,"received",0,0
115270,2019-04-27,"47","46-60","Email",2,0,"received",0,0
115271,2019-04-09,"21","18-30","Email",2,0,"received",0,0
115272,2019-04-25,"39","31-45","Email",4,0,"received",0,0
115273,2019-04-08,"31","31-45","SMS",6,0,"received",0,0
115274,2019-04-01,"63","60+","SMS",2,0,"received",0,0
115275,2019-04-10,"21","18-30","Email",4,0,"received",0,0
115276,2019-04-13,"37","31-45","SMS",2,0,"received",0,0
115277,2019-04-26,"20","18-30","Email",2,0,"received",0,0
115278,2019-05-01,"60","46-60","SMS",2,0,"received",0,0
115279,2019-04-26,"34","31-45","Email",4,0,"received",0,0
115280,2019-04-09,"24","18-30","SMS",2,0,"received",0,0
115281,2019-04-10,"32","31-45","SMS",4,0,"received",0,0
115282,2019-04-17,"22","18-30","SMS",2,0,"received",0,0
115283,2019-04-16,"27","18-30","SMS",2,0,"received",0,0
115284,2019-04-15,"39","31-45","SMS",2,0,"received",0,0
115285,2019-04-18,"22","18-30","SMS",2,0,"received",0,0
115286,2019-04-28,"31","31-45","Email",2,0,"received",0,0
115287,2019-04-17,"35","31-45","Email",2,0,"received",0,0
115288,2019-04-25,"36","31-45","SMS",2,0,"received",0,0
115289,2019-04-15,"36","31-45","Email",2,0,"received",0,0
115290,2019-04-29,"38","31-45","Email",2,0,"received",0,0
115291,2019-04-27,"47","46-60","SMS",2,0,"received",0,0
115292,2019-04-01,"22","18-30","SMS",6,0,"received",0,0
115293,2019-04-25,"22","18-30","Email",2,0,"received",0,0
115294,2019-04-05,"56","46-60","SMS",6,0,"received",0,0
115295,2019-04-01,"32","31-45","SMS",2,0,"received",0,0
115296,2019-04-28,"26","18-30","Email",2,0,"received",0,0
115297,2019-04-08,"26","18-30","Email",2,0,"received",0,0
115298,2019-04-03,"49","46-60","SMS",4,0,"received",0,0
115299,2019-04-25,"45","31-45","Email",4,0,"received",0,0
115300,2019-04-28,"30","18-30","Email",2,0,"received",0,0
115301,2019-04-23,"19","18-30","SMS",2,0,"received",0,0
115302,2019-04-28,"45","31-45","SMS",2,0,"received",0,0
115303,2019-04-04,"30","18-30","SMS",6,1,"purchased",2,68
115304,2019-04-26,"31","31-45","Email",2,1,"purchased",1,38
115305,2019-04-21,"35","31-45","SMS",6,0,"received",0,0
115306,2019-05-01,"49","46-60","Email",2,0,"received",0,0
115307,2019-05-01,"35","31-45","Email",2,0,"received",0,0
115308,2019-04-04,"38","31-45","Email",2,0,"received",0,0
115309,2019-04-05,"69","60+","Email",6,0,"received",0,0
115310,2019-04-01,"21","18-30","SMS",2,0,"received",0,0
115311,2019-04-27,"27","18-30","SMS",4,0,"received",0,0
115312,2019-04-29,"18","18-30","Email",2,0,"received",0,0
115313,2019-04-24,"29","18-30","SMS",2,0,"received",0,0
115314,2019-04-29,"28","18-30","Email",2,0,"received",0,0
115315,2019-04-12,"42","31-45","SMS",4,0,"received",0,0
115316,2019-04-28,"22","18-30","SMS",2,0,"received",0,0
115317,2019-04-06,"33","31-45","Email",4,1,"bounced",0,0
115318,2019-04-17,"37","31-45","SMS",4,0,"received",0,0
115319,2019-04-19,"20","18-30","SMS",4,0,"received",0,0
115320,2019-04-20,"34","31-45","Email",2,0,"received",0,0
115321,2019-04-11,"47","46-60","SMS",2,0,"received",0,0
115322,2019-04-23,"41","31-45","SMS",2,0,"received",0,0
115323,2019-04-08,"39","31-45","SMS",2,0,"received",0,0
115324,2019-04-01,"66","60+","SMS",4,0,"received",0,0
115325,2019-04-17,"22","18-30","SMS",2,0,"received",0,0
115326,2019-04-23,"33","31-45","SMS",2,0,"received",0,0
115327,2019-04-04,"29","18-30","SMS",2,0,"received",0,0
115328,2019-04-23,"42","31-45","Email",4,0,"received",0,0
115329,2019-04-18,"22","18-30","SMS",6,0,"received",0,0
115330,2019-04-26,"53","46-60","Email",4,0,"received",0,0
115331,2019-04-11,"28","18-30","Email",4,0,"received",0,0
115332,2019-04-10,"29","18-30","Email",2,0,"received",0,0
115333,2019-04-21,"71","60+","Email",4,0,"received",0,0
115334,2019-04-24,"30","18-30","Email",2,0,"received",0,0
115335,2019-04-01,"38","31-45","Email",2,0,"received",0,0
115336,2019-04-26,"52","46-60","Email",2,0,"received",0,0
115337,2019-04-05,"41","31-45","Email",6,0,"received",0,0
115338,2019-04-07,"32","31-45","SMS",6,0,"received",0,0
115339,2019-04-17,"41","31-45","SMS",2,0,"received",0,0
115340,2019-04-06,"42","31-45","Email",4,0,"received",0,0
115341,2019-04-22,"59","46-60","Email",4,0,"received",0,0
115342,2019-04-09,"22","18-30","Email",4,0,"received",0,0
115343,2019-04-06,"18","18-30","Email",2,0,"received",0,0
115344,2019-04-02,"55","46-60","SMS",2,0,"received",0,0
115345,2019-04-25,"52","46-60","SMS",4,0,"received",0,0
115346,2019-04-14,"18","18-30","SMS",2,0,"received",0,0
115347,2019-04-23,"30","18-30","SMS",4,0,"received",0,0
115348,2019-04-25,"18","18-30","Email",2,0,"received",0,0
115349,2019-04-22,"22","18-30","SMS",2,0,"received",0,0
115350,2019-04-21,"42","31-45","Email",4,0,"received",0,0
115351,2019-04-02,"29","18-30","SMS",2,0,"received",0,0
115352,2019-04-27,"35","31-45","SMS",2,0,"received",0,0
115353,2019-04-06,"37","31-45","Email",2,1,"saw review",0,0
115354,2019-04-07,"25","18-30","SMS",4,0,"received",0,0
115355,2019-04-22,"60","60+","SMS",2,0,"received",0,0
115356,2019-04-12,"29","18-30","SMS",2,0,"received",0,0
115357,2019-04-29,"38","31-45","SMS",6,0,"received",0,0
115358,2019-04-20,"32","31-45","SMS",2,0,"received",0,0
115359,2019-04-18,"24","18-30","SMS",6,0,"received",0,0
115360,2019-04-02,"34","31-45","Email",2,0,"received",0,0
115361,2019-04-29,"31","31-45","Email",4,0,"received",0,0
115362,2019-04-09,"49","46-60","Email",2,0,"received",0,0
115363,2019-04-17,"55","46-60","Email",2,0,"received",0,0
115364,2019-04-30,"33","31-45","Email",4,0,"received",0,0
115365,2019-05-01,"20","18-30","SMS",4,0,"received",0,0
115366,2019-04-27,"24","18-30","SMS",4,0,"received",0,0
115367,2019-04-30,"33","31-45","Email",2,1,"purchased",1,38
115368,2019-04-20,"35","31-45","Email",2,0,"received",0,0
115369,2019-04-27,"27","18-30","SMS",2,0,"received",0,0
115370,2019-04-30,"40","31-45","Email",2,0,"received",0,0
115371,2019-04-08,"43","31-45","Email",2,0,"received",0,0
115372,2019-04-24,"32","31-45","SMS",6,0,"received",0,0
115373,2019-04-17,"30","18-30","Email",2,0,"received",0,0
115374,2019-04-16,"42","31-45","Email",4,0,"received",0,0
115375,2019-04-04,"60","46-60","Email",4,0,"received",0,0
115376,2019-04-10,"58","46-60","SMS",2,0,"received",0,0
115377,2019-04-01,"30","18-30","SMS",4,0,"received",0,0
115378,2019-04-14,"41","31-45","Email",2,0,"received",0,0
115379,2019-04-18,"48","46-60","SMS",2,0,"received",0,0
115380,2019-04-05,"26","18-30","SMS",2,0,"received",0,0
115381,2019-04-07,"37","31-45","SMS",2,0,"received",0,0
115382,2019-04-19,"19","18-30","SMS",2,0,"received",0,0
115383,2019-04-14,"38","31-45","Email",2,1,"saw review",0,0
115384,2019-04-25,"39","31-45","Email",2,0,"received",0,0
115385,2019-04-19,"71","60+","Email",2,0,"received",0,0
115386,2019-04-23,"36","31-45","Email",6,0,"received",0,0
115387,2019-04-13,"40","31-45","Email",4,0,"received",0,0
115388,2019-04-06,"29","18-30","SMS",2,0,"received",0,0
115389,2019-04-08,"65","60+","Email",2,0,"received",0,0
115390,2019-04-01,"38","31-45","SMS",2,0,"received",0,0
115391,2019-04-15,"49","46-60","SMS",2,0,"received",0,0
115392,2019-04-26,"61","60+","SMS",2,0,"received",0,0
115393,2019-04-16,"65","60+","Email",4,0,"received",0,0
115394,2019-04-07,"59","46-60","Email",2,0,"received",0,0
115395,2019-05-01,"23","18-30","Email",2,0,"received",0,0
115396,2019-04-11,"24","18-30","SMS",6,0,"received",0,0
115397,2019-04-18,"18","18-30","SMS",6,0,"received",0,0
115398,2019-04-07,"54","46-60","SMS",2,0,"received",0,0
115399,2019-04-24,"43","31-45","SMS",2,0,"received",0,0
115400,2019-05-01,"49","46-60","SMS",2,0,"received",0,0
115401,2019-04-18,"71","60+","SMS",2,0,"received",0,0
115402,2019-04-15,"19","18-30","SMS",2,0,"received",0,0
115403,2019-05-01,"19","18-30","Email",6,0,"received",0,0
115404,2019-04-27,"24","18-30","SMS",4,0,"received",0,0
115405,2019-04-25,"40","31-45","Email",2,0,"received",0,0
115406,2019-04-05,"53","46-60","Email",2,0,"received",0,0
115407,2019-04-12,"21","18-30","SMS",2,0,"received",0,0
115408,2019-04-02,"29","18-30","Email",2,1,"purchased",3,114
115409,2019-04-23,"28","18-30","Email",2,0,"received",0,0
115410,2019-04-21,"30","18-30","SMS",2,1,"saw review",0,0
115411,2019-04-09,"18","18-30","SMS",2,0,"received",0,0
115412,2019-04-24,"43","31-45","SMS",2,0,"received",0,0
115413,2019-04-25,"25","18-30","SMS",2,0,"received",0,0
115414,2019-04-03,"27","18-30","SMS",2,0,"received",0,0
115415,2019-04-19,"20","18-30","Email",4,1,"saw review",0,0
115416,2019-04-06,"50","46-60","SMS",6,0,"received",0,0
115417,2019-04-03,"20","18-30","SMS",2,0,"received",0,0
115418,2019-04-06,"22","18-30","Email",2,0,"received",0,0
115419,2019-04-10,"38","31-45","Email",2,0,"received",0,0
115420,2019-04-10,"54","46-60","Email",2,0,"received",0,0
115421,2019-04-14,"58","46-60","Email",2,0,"received",0,0
115422,2019-04-08,"65","60+","Email",2,0,"received",0,0
115423,2019-04-25,"43","31-45","SMS",2,0,"received",0,0
115424,2019-04-28,"34","31-45","Email",2,0,"received",0,0
115425,2019-04-27,"62","60+","Email",2,0,"received",0,0
115426,2019-04-10,"31","31-45","Email",6,1,"added to cart",0,0
115427,2019-04-20,"23","18-30","SMS",6,0,"received",0,0
115428,2019-04-05,"36","31-45","Email",6,0,"received",0,0
115429,2019-04-19,"71","60+","SMS",6,0,"received",0,0
115430,2019-04-18,"45","31-45","Email",4,0,"received",0,0
115431,2019-04-24,"31","31-45","SMS",2,0,"received",0,0
115432,2019-04-03,"26","18-30","SMS",2,0,"received",0,0
115433,2019-05-01,"28","18-30","Email",6,0,"received",0,0
115434,2019-05-01,"52","46-60","SMS",2,0,"received",0,0
115435,2019-04-11,"20","18-30","Email",6,0,"received",0,0
115436,2019-04-07,"42","31-45","Email",4,0,"received",0,0
115437,2019-04-17,"28","18-30","Email",2,0,"received",0,0
115438,2019-04-23,"45","31-45","SMS",4,0,"received",0,0
115439,2019-04-28,"42","31-45","Email",2,0,"received",0,0
115440,2019-04-04,"37","31-45","Email",6,1,"saw review",0,0
115441,2019-04-30,"20","18-30","SMS",2,0,"received",0,0
115442,2019-04-12,"39","31-45","SMS",2,0,"received",0,0
115443,2019-04-02,"43","31-45","SMS",4,0,"received",0,0
115444,2019-04-30,"40","31-45","SMS",2,0,"received",0,0
115445,2019-04-05,"56","46-60","SMS",2,0,"received",0,0
115446,2019-05-01,"28","18-30","SMS",6,0,"received",0,0
115447,2019-04-07,"41","31-45","Email",2,0,"received",0,0
115448,2019-04-30,"35","31-45","SMS",4,0,"received",0,0
115449,2019-04-22,"30","18-30","SMS",2,0,"received",0,0
115450,2019-04-14,"49","46-60","Email",4,0,"received",0,0
115451,2019-04-29,"27","18-30","Email",2,0,"received",0,0
115452,2019-04-15,"47","46-60","SMS",2,0,"received",0,0
115453,2019-04-20,"43","31-45","Email",2,0,"received",0,0
115454,2019-04-03,"44","31-45","SMS",6,0,"received",0,0
115455,2019-04-18,"21","18-30","SMS",4,0,"received",0,0
115456,2019-04-27,"23","18-30","Email",2,0,"received",0,0
115457,2019-04-30,"57","46-60","SMS",2,0,"received",0,0
115458,2019-04-10,"45","31-45","Email",2,0,"received",0,0
115459,2019-04-14,"42","31-45","Email",2,0,"received",0,0
115460,2019-04-29,"41","31-45","SMS",4,0,"received",0,0
115461,2019-04-09,"60","46-60","Email",6,0,"received",0,0
115462,2019-04-22,"50","46-60","SMS",4,0,"received",0,0
115463,2019-04-30,"38","31-45","SMS",4,0,"received",0,0
115464,2019-05-01,"38","31-45","SMS",4,1,"bounced",0,0
115465,2019-04-10,"48","46-60","SMS",2,0,"received",0,0
115466,2019-04-13,"59","46-60","SMS",2,0,"received",0,0
115467,2019-04-22,"32","31-45","Email",2,0,"received",0,0
115468,2019-04-07,"38","31-45","SMS",2,0,"received",0,0
115469,2019-04-14,"60","46-60","SMS",4,0,"received",0,0
115470,2019-05-01,"57","46-60","SMS",4,0,"received",0,0
115471,2019-04-16,"45","31-45","Email",6,0,"received",0,0
115472,2019-04-15,"75","60+","Email",4,0,"received",0,0
115473,2019-04-11,"47","46-60","Email",4,0,"received",0,0
115474,2019-04-10,"39","31-45","SMS",4,0,"received",0,0
115475,2019-04-18,"38","31-45","Email",2,0,"received",0,0
115476,2019-04-19,"63","60+","Email",2,0,"received",0,0
115477,2019-04-16,"18","18-30","SMS",2,0,"received",0,0
115478,2019-04-11,"35","31-45","SMS",2,0,"received",0,0
115479,2019-04-30,"41","31-45","Email",4,0,"received",0,0
115480,2019-04-23,"39","31-45","SMS",2,0,"received",0,0
115481,2019-04-24,"47","46-60","SMS",2,0,"received",0,0
115482,2019-05-01,"22","18-30","Email",4,0,"received",0,0
115483,2019-04-16,"20","18-30","Email",2,0,"received",0,0
115484,2019-04-08,"58","46-60","Email",2,0,"received",0,0
115485,2019-04-05,"73","60+","SMS",2,0,"received",0,0
115486,2019-04-28,"30","18-30","SMS",4,0,"received",0,0
115487,2019-04-08,"28","18-30","SMS",2,0,"received",0,0
115488,2019-04-18,"43","31-45","Email",4,0,"received",0,0
115489,2019-04-12,"60","60+","SMS",4,0,"received",0,0
115490,2019-04-03,"46","46-60","SMS",2,0,"received",0,0
115491,2019-04-12,"48","46-60","Email",2,0,"received",0,0
115492,2019-04-17,"43","31-45","Email",2,1,"bounced",0,0
115493,2019-04-02,"29","18-30","SMS",2,0,"received",0,0
115494,2019-04-05,"39","31-45","SMS",2,0,"received",0,0
115495,2019-04-11,"49","46-60","Email",4,0,"received",0,0
115496,2019-04-16,"23","18-30","SMS",6,0,"received",0,0
115497,2019-04-28,"35","31-45","SMS",2,0,"received",0,0
115498,2019-04-29,"21","18-30","SMS",2,0,"received",0,0
115499,2019-04-03,"43","31-45","Email",2,0,"received",0,0
115500,2019-04-02,"61","60+","SMS",2,0,"received",0,0
115501,2019-04-14,"37","31-45","Email",2,0,"received",0,0
115502,2019-04-11,"26","18-30","Email",2,0,"received",0,0
115503,2019-04-14,"62","60+","SMS",4,0,"received",0,0
115504,2019-04-07,"44","31-45","Email",2,0,"received",0,0
115505,2019-04-08,"52","46-60","Email",2,0,"received",0,0
115506,2019-04-01,"43","31-45","SMS",2,0,"received",0,0
115507,2019-04-13,"41","31-45","Email",2,0,"received",0,0
115508,2019-04-20,"23","18-30","SMS",4,0,"received",0,0
115509,2019-04-03,"49","46-60","Email",2,0,"received",0,0
115510,2019-04-26,"74","60+","Email",2,0,"received",0,0
115511,2019-04-30,"35","31-45","SMS",2,1,"bounced",0,0
115512,2019-04-07,"25","18-30","SMS",2,0,"received",0,0
115513,2019-04-17,"19","18-30","Email",6,0,"received",0,0
115514,2019-04-11,"23","18-30","SMS",2,0,"received",0,0
115515,2019-04-08,"75","60+","SMS",4,0,"received",0,0
115516,2019-04-14,"29","18-30","SMS",4,0,"received",0,0
115517,2019-04-08,"22","18-30","SMS",2,0,"received",0,0
115518,2019-05-01,"71","60+","Email",4,0,"received",0,0
115519,2019-04-21,"18","18-30","SMS",2,0,"received",0,0
115520,2019-04-23,"33","31-45","Email",6,0,"received",0,0
115521,2019-04-29,"39","31-45","SMS",2,0,"received",0,0
115522,2019-04-15,"25","18-30","SMS",4,0,"received",0,0
115523,2019-04-24,"37","31-45","SMS",2,0,"received",0,0
115524,2019-04-22,"33","31-45","SMS",2,0,"received",0,0
115525,2019-04-30,"58","46-60","SMS",4,0,"received",0,0
115526,2019-04-08,"40","31-45","SMS",2,0,"received",0,0
115527,2019-04-30,"40","31-45","SMS",6,0,"received",0,0
115528,2019-04-13,"43","31-45","Email",2,0,"received",0,0
115529,2019-04-06,"35","31-45","Email",6,0,"received",0,0
115530,2019-04-23,"22","18-30","Email",2,0,"received",0,0
115531,2019-04-26,"48","46-60","SMS",2,1,"saw review",0,0
115532,2019-04-25,"26","18-30","SMS",2,0,"received",0,0
115533,2019-04-14,"62","60+","Email",2,0,"received",0,0
115534,2019-04-24,"59","46-60","SMS",6,0,"received",0,0
115535,2019-04-29,"50","46-60","Email",6,0,"received",0,0
115536,2019-04-08,"55","46-60","Email",2,0,"received",0,0
115537,2019-04-26,"59","46-60","SMS",2,0,"received",0,0
115538,2019-04-19,"39","31-45","SMS",4,0,"received",0,0
115539,2019-04-08,"44","31-45","Email",2,0,"received",0,0
115540,2019-04-07,"40","31-45","Email",2,0,"received",0,0
115541,2019-04-30,"18","18-30","Email",2,0,"received",0,0
115542,2019-04-28,"45","31-45","Email",4,0,"received",0,0
115543,2019-04-08,"28","18-30","Email",4,0,"received",0,0
115544,2019-04-22,"41","31-45","SMS",2,0,"received",0,0
